"mirtarbase","hits"
"mmu-miR-124-3p","16412, 16412, 14489, 26416, 26416, 26416, 22319, 22319, 15376, 20957, 19205, 19205, 19205, 19248, 227292, 227292, 227292, 227292, 52468, 52468, 76893, 76893, 217718, 244152, 218503, 53599, 53599, 226519, 226519, 12606, 12606, 71943, 99889, 19027, 19027, 231086, 14595, 14595, 13852, 73385, 26433, 12064, 16449, 13392, 20682, 56195, 215751, 13395, 13395, 98932, 110959, 12889, 11924, 69101, 329628, 
68192, 320825, 78894, 57377, 68666, 72584, 234384, 22003, 70155, 218121, 20807, 19183, 211739, 106369, 17237, 13386, 68977, 192156, 72333, 69440, 69181, 58182, 98733, 114301, 338346, 74493, 13132, 100017, 13830, 20971, 30947, 12039, 21894, 14465, 66853, 17129, 20130, 11746, 26889, 56878, 53945, 108673, 26949, 12540, 64296, 12649, 223753, 12822, 52331, 244713, 20200, 29820, 70834, 54419, 67888, 
16948, 19242, 22092, 54352, 110175, 18131, 67184, 20238, 73242, 22379, 15374, 74198, 16574, 66487, 67419, 13483, 56473, 12009, 67044, 66797, 106639, 100986, 64406, 20163, 11747, 20346, 19324, 17207, 14118, 27886, 228136, 625098, 66686, 237847, 106522, 69226, 77976, 26432, 16882, 320365, 67326, 13193, 18618, 170753, 75646, 52822, 383295, 50794, 194309, 208449, 20315, 12388, 52585, 65973, 19766, 
218756, 210719, 16400, 11867, 13527, 17242, 16801, 20249, 56016, 67469, 102462, 18029, 20917, 13723, 19697, 12338, 269424, 75723, 30935, 12826, 17886, 15259, 68922, 16939, 236727, 22004, 277432, 19367, 11778, 56526, 26570, 93685, 66926, 69072, 326618, 109857, 56876, 11565, 27364, 67276, 109161, 235441, 27528, 108083, 76178, 14697, 58238, 20719, 319520, 19045, 53328, 13555, 217151, 209032, 235315, 
20778, 223601, 11974, 58865, 66165, 72690, 74467, 14313, 239083, 11859, 14084, 240121, 14667, 66964, 67399, 230119, 20688, 104625, 240168, 238505, 72181, 12550, 11491, 20648, 234779, 240660, 66868, 54325, 20788, 236904, 22158, 13593, 12476, 52538, 67843, 53330, 53869, 319965, 52250, 71801, 242570, 66314, 14252, 12444, 16440, 75452, 103080, 66995, 66970, 320145, 21859, 76252, 21367, 13850, 71820, 
227619, 227619, 58520, 68708, 338367, 243937, 14012, 207474, 17896, 66667, 224143, 21416, 78100, 13175, 23873, 22271, 384009, 93893, 22286, 67622, 93897, 58200, 233315, 245670, 58188, 98366, 210925, 13195, 60510, 16873, 117150, 330836, 15260, 224829, 50875, 20587, 17306, 18645, 57267, 11977, 226896, 103468, 22704, 15571, 16373, 107823, 16511, 12404, 26397, 15983, 13436, 14211, 12006, 13177, 
67245, 20868, 52428, 60344, 18854, 27401, 28193, 17083, 12908, 218294, 56520, 106581, 14682, 67213, 21873, 64136, 76895, 103140, 76263, 66179, 225115, 29875, 14020, 56722, 18611, 75599, 16980, 108105, 12224, 260409, 18194, 71918, 237911, 72978, 18710, 16498, 30056, 56771, 228026, 15894, 71833, 20194, 14859, 244058, 11464, 229474, 22693, 24088, 11302, 20750, 22431, 56378, 56699, 12721, 54219, 
333883, 67457, 242620, 193043, 20393, 17872, 240479, 12738, 72754, 216438, 68865, 20689, 70527, 65967, 73212, 12350, 50492, 54473, 30928, 320706, 216233, 66153, 67468, 105501, 22117, 18516, 320534, 286940, 101543, 13430, 269774, 214952, 67049, 68682, 30934, 319939, 26406, 214897, 64450, 66659, 244631, 14082, 78560, 21423, 14375, 19250, 19376, 23885, 14050, 108735, 13361, 14571, 17909, 19130, 
68606, 74105, 56212, 20848, 240055, 240055, 240055, 12428, 110784, 17874, 22034, 18033, 71665, 71665, 11416, 19013, 319207, 18607, 50918, 50918, 50918, 50918, 242785, 74201, 235472, 70823, 53621, 241919, 5292, 857, 2891"
"mmu-miR-124-5p","13388, 20682, 22772, 12140, 74318, 18999, 192119, 14179, 12550, 24113, 13386, 18212"
"mmu-miR-1247-5p","76510, 24071"
"mmu-miR-1249-3p","14241, 407812, 22035, 319974, 66435"
"mmu-miR-1251-5p","17210, 225049, 246086, 246086, 81014, 81014, 432628, 242202, 18816, 53978, 53978, 53978, 14936, 74120, 22202, 240697, 13024, 17913, 93834, 76809, 109050, 75725, 21933, 66308"
"mmu-miR-1258-5p","73181"
"mmu-miR-125a-3p","73181, 73181, 73181, 12035, 11804, 269870, 269870, 21933, 18100, 103266, 103266, 217882, 12953, 67075, 70432, 73902, 15490, 93838, 232946, 623781, 270049, 66983, 98766, 19338, 665622, 665596, 108000"
"mmu-miR-125a-5p","636931, 52609, 74048, 19253, 320139, 19045, 19052, 22034, 269831, 17764, 269181, 71914, 17425, 66585, 102436, 102436, 228355, 16181, 16181, 319594, 319594, 93838, 68318, 623781, 57748, 20846, 212198, 78610, 20848, 15978, 16163"
"mmu-miR-125b-1-3p","20807, 18091, 192159, 13982"
"mmu-miR-125b-2-3p","241075, 74025, 104859, 218952, 13205, 228836, 18787, 67902, 67036, 108015, 99151, 78581, 70484, 13654, 13631, 12428"
"mmu-miR-125b-5p","319757, 234733, 30933, 69159, 68730, 54397, 80283, 30878, 29813, 67464, 227624, 56380, 13496, 83557, 83557, 83557, 26400, 16475, 21926, 636931, 16002, 171543, 50794, 20848, 20848, 12018, 12018, 16476, 16478, 19045, 23992, 20937, 12400, 74048, 20613, 20479, 269831, 17764, 269181, 71914, 17425, 66585, 102436, 102436, 228355, 16181, 16181, 319594, 93838, 68318, 623781, 57748, 20846, 212198, 
23429"
"mmu-miR-1264-3p","140499, 68428, 20739, 20739, 20739, 20739, 70484, 59032, 75276, 74229, 67096, 67460, 12846, 12846, 12846, 223922, 338363, 319888, 70291, 56314, 56314, 235132, 107568, 244579, 66950, 66074, 269019, 26570, 207352, 319817, 327655, 74055, 18793, 57028, 215819, 20185, 20185, 17118, 17118, 69104, 69104, 245671, 81703, 100039795, 14465, 237436, 237436, 236511, 236511, 19157, 231991, 12848, 76959, 
237615, 81702, 619310, 216119, 21331, 319317, 242607, 18600, 17193, 209416, 319266, 140858, 19364, 83814, 75785, 14634, 14634, 56458, 56458, 56078, 67972, 56444, 17970, 223435, 225131, 80985, 93876, 24109, 70238, 16323, 22772, 218100, 52428, 66262, 227933, 11906, 66967, 56809"
"mmu-miR-1264-5p","70568, 70568, 70568, 70568, 14562, 665389, 381694"
"mmu-miR-126a-3p","15405, 18709, 18709, 114715, 114715, 12394, 21349, 20375, 16367, 77057, 11502, 319480, 13433, 22339, 74155, 14369"
"mmu-miR-126a-5p","20375, 21349, 12394, 11658, 245109, 69281, 20423, 239336, 320435, 60365, 18682, 93890, 93890, 107885, 52150, 107889, 268354, 329831, 381476, 100233175, 233799, 77908, 675812, 330222, 107815, 320111, 230936, 18293, 218121, 16653, 14583, 68659, 68659, 54725, 382019, 382019, 269955, 237504, 56187, 18969, 69606, 14964, 14964, 320492, 73545, 230738, 22380, 69863, 225631, 384814, 56078, 381112, 67295, 
67295, 240880, 93876, 244923, 217705, 67772, 218460, 99167, 20339, 434215, 16155"
"mmu-miR-127-3p","353326, 14129, 216987, 66109, 67629, 72981, 67005, 110446, 80860, 14751, 12053"
"mmu-miR-127-5p","11898"
"mmu-miR-128-3p","18015, 108655, 5465, 12394, 18505, 23805, 23805, 23805, 20309, 64918, 209032, 19713, 11922, 11922, 11922, 434008, 434008, 434008, 434008, 73379, 27373, 76960, 213498, 67230, 22393, 22393, 22393, 22393, 70560, 70560, 58217, 58217, 114714, 114714, 67149, 16362, 11877, 11877, 245572, 218543, 16880, 13555, 13555, 15220, 320808, 232855, 634104, 545279, 23950, 15444, 20680, 66262, 628308, 269952, 
102545, 330660, 66011, 71148, 74182, 69894, 76650, 104885, 72281, 66223, 235533, 52477, 67469, 1432, 13193, 11441, 26441"
"mmu-miR-129-1-3p","216119, 216119, 117149, 117149, 21855, 21855, 20913, 319822, 319822, 20538, 20538, 432779, 432779, 12986, 70333, 70333, 234912, 71101, 75939, 75939, 66209, 66209, 68597, 22661, 22661, 21916, 73130, 52463, 20273, 20273, 19889, 19889, 229603, 229603, 78286, 26936, 18777, 237387, 237387, 73473, 73473, 16156, 16156, 624855, 624855, 14417, 14417, 12912, 12892, 12212, 12212, 107182, 239368, 239368, 
230837, 110532, 110532, 242747, 242747, 382019, 382019, 233887, 233887, 23832, 72789, 72789, 68612, 68612, 69786, 81879, 67629, 20522, 216227, 216227, 433323, 433323, 94279, 69288, 328370, 78697, 320139, 67151, 73902, 272643, 272643, 228026, 228026, 319555, 78797, 100465, 52686, 52686, 216154, 216154, 68421, 16562, 16562, 15586, 66255, 66255, 70355, 14751, 78816, 78816, 320302, 69367, 74105, 
74105, 237221, 237221, 71999, 14058, 329659, 329659, 12550, 12550, 12370, 230234, 68010, 14422, 14422, 66632, 66632, 11684, 11684, 108909, 108909, 11610, 114896, 114896, 19300, 223970, 73694, 319740, 319740, 243905, 75965, 104859, 18293, 18293, 17975, 17975, 19070, 74549, 67075, 67075, 16551, 54004, 54004, 70640, 56066, 21367, 21367, 56078, 70591, 100502841, 224893, 215627, 69368, 108159, 100504715, 
11988, 20220, 237926, 71592, 18764, 94184, 18166, 56284, 20585, 66296, 11605, 70601, 12765, 12846, 93674, 381077, 52717, 270627, 13712, 11352, 75764, 56508, 68988, 70408, 403187, 52705, 75785, 15980, 70511, 105000, 70461, 17527, 13522, 209131, 94040, 76809, 69900, 13589, 217303, 67038, 65970, 77032, 55948"
"mmu-miR-129-2-3p","216119, 216119, 117149, 117149, 21855, 21855, 20913, 319822, 319822, 20538, 20538, 432779, 432779, 12986, 70333, 70333, 234912, 71101, 75939, 75939, 66209, 66209, 68597, 22661, 22661, 21916, 73130, 52463, 20273, 20273, 19889, 19889, 229603, 229603, 78286, 26936, 18777, 237387, 237387, 73473, 73473, 16156, 16156, 624855, 624855, 14417, 14417, 12912, 12892, 12212, 12212, 107182, 239368, 239368, 
230837, 110532, 110532, 242747, 242747, 382019, 382019, 233887, 233887, 23832, 72789, 72789, 68612, 68612, 69786, 81879, 67629, 20522, 216227, 216227, 433323, 433323, 94279, 69288, 328370, 78697, 320139, 67151, 73902, 272643, 272643, 228026, 228026, 319555, 78797, 100465, 52686, 52686, 216154, 216154, 68421, 16562, 16562, 15586, 66255, 66255, 70355, 14751, 78816, 78816, 320302, 69367, 74105, 
74105, 237221, 237221, 71999, 14058, 329659, 329659, 12550, 12550, 12370, 230234, 68010, 14422, 14422, 66632, 66632, 11684, 11684, 108909, 108909, 11610, 114896, 114896, 19300, 223970, 73694, 319740, 319740, 243905, 75965, 104859, 18293, 18293, 17975, 17975, 19070, 74549, 67075, 67075, 16551, 54004, 54004, 70640, 56066, 21367, 21367, 56078, 70591, 100502841, 224893, 215627, 69368, 108159, 100504715, 
11988, 20220, 237926, 71592, 18764, 94184, 18166, 56284, 20585, 66296, 11605, 70601, 12765, 12846, 93674, 381077, 52717, 270627, 13712, 11352, 75764, 56508, 68988, 70408, 403187, 52705, 75785, 15980, 70511, 105000, 70461, 17527, 13522, 209131, 94040, 76809, 69900, 13589, 217303, 67038, 65970, 77032, 55948"
"mmu-miR-129-5p","26401, 494448, 244448, 18771, 18771, 27397, 14780, 72007, 72007, 216119, 117149, 117149, 21855, 21855, 55943, 55943, 319822, 268490, 268490, 73016, 94244, 94244, 94244, 94244, 13163, 13163, 227929, 227929, 70333, 319888, 68281, 70291, 70291, 66439, 66439, 66439, 68597, 108946, 108946, 235469, 65246, 65246, 107823, 107823, 21927, 21916, 22134, 20687, 20687, 12393, 12395, 12395, 245670, 245945, 
245945, 76302, 229603, 229603, 17765, 17385, 327987, 81703, 16156, 16156, 50915, 14687, 23881, 226252, 213056, 213056, 72345, 13640, 13640, 13017, 13017, 208922, 208922, 75796, 215654, 100072, 239857, 239857, 57261, 20238, 77559, 627626, 627626, 215693, 242747, 68612, 68612, 79263, 59069, 71817, 67629, 20522, 216227, 100465, 52686, 216154, 16562, 16562, 76071, 15586, 70355, 69367, 14417, 14417, 
13649, 66632, 65973, 65973, 68089, 11610, 114896, 114896, 320492, 243905, 72465, 22608, 104015, 78808, 78808, 19726, 58186, 70673, 18704, 18176, 18176, 17975, 19070, 74549, 74549, 67075, 67075, 16551, 338523, 15251, 213054, 213054, 319636, 319636, 12226, 236915, 77128, 70591, 100502841, 53896, 53896, 11784, 52840, 414872, 67230, 114565, 22688, 67180, 72789, 13003, 53376, 68053, 69852, 20908, 
72475, 56381, 20588, 140918, 20512, 52892, 67610, 70470, 80913, 246313, 75292, 66101, 18987, 319455, 70974, 68070, 18504, 74137, 18029, 78797, 332397, 17768, 69774, 72290, 72267, 16956, 29806, 319583, 101533, 244923, 70750, 214899, 16516, 15165, 433287, 666048, 14645, 14394, 14360, 226151, 68675, 171211, 228836, 74106, 228846, 67102, 13058, 70383, 12826, 20480, 12561, 218294, 12319, 207565, 
244895, 12156, 54399, 65115, 192734, 11554, 171210, 320802, 72301, 66874, 11906, 223435, 29864, 230809, 18073, 23945, 209448, 15410, 381280, 15220, 235461, 13518, 329506, 76969, 12443, 69743, 226352, 74201, 22337, 16179, 22774, 239652, 104348, 75089, 53323, 20822, 12751, 99237, 15278, 66673, 19271, 56351, 18646, 223828, 19013, 18861, 65112, 330908, 320634, 14815, 22025, 18127, 215690, 17152, 
320184, 16564, 16504, 104771, 100038882, 66262, 50786, 15112, 225152, 14562, 217705, 72125, 26918, 214763, 244745, 215193, 13193, 121021, 12725, 71891, 72454, 74453, 214489, 226499, 26877, 319974, 110616, 52477, 241134, 67412, 233103, 76509, 170737, 22401, 21684, 214230, 17977, 16905, 192897, 22778, 15115, 216742, 14007, 12121, 75302, 11787, 225339, 208292, 74120, 239364, 21917, 51796, 104681, 
20338, 100710, 235587, 23969, 76303, 18150, 67111, 16531, 16365, 100039795, 26556, 94253, 100504319, 108655, 209558, 13527, 69635, 214897, 12892, 12837, 12633, 23821, 23821, 208449, 241568, 14245, 16420, 63953, 12212, 58208, 12014, 320938, 17754, 66795, 66795, 320311, 100532, 98417, 20605, 12902, 75706, 18451, 15407, 12870, 74189, 241075, 231863, 242705, 108116, 69562, 27218, 77733, 80837, 18616, 
56284, 104099, 210126, 18189, 71508, 233833, 319880, 12977, 269336, 70317, 225791, 18218, 13496, 100504715, 433107, 230793, 26992, 16848, 67239"
"mmu-miR-1298-5p","94352, 74318, 207798, 52014, 52014, 52014, 52014, 239170, 239170, 239170, 239170, 53817, 66859, 56298, 56298, 11828, 11828, 218952, 72201, 19276, 171531, 75304, 18218, 13797"
"mmu-miR-129b-5p","16848"
"mmu-miR-1306-3p","71954"
"mmu-miR-1306-5p","320435, 242506, 242506, 242506, 242506, 22017, 22017, 19263, 19263, 26409, 26409, 26409, 269788, 54325, 72961, 20511, 52055, 268395, 66935, 52028, 108011, 67430, 60344, 54326, 72023, 66259, 13610, 110891"
"mmu-miR-130a-3p","20238, 22762, 17286, 74383, 71687, 76742, 225876, 105171, 74159, 100041658, 100039089, 18027, 21858, 67529, 239099, 26404, 64436, 16362, 16195, 11441, 11854"
"mmu-miR-130b-3p","17286, 21803, 74383, 71687, 76742, 225876, 105171, 74159, 100041658, 100039089, 18027, 21858, 67529, 239099, 26404, 64436, 16362, 11441, 11854"
"mmu-miR-132-3p","17257, 17257, 71137, 328572, 214899, 12227, 67869, 17395, 56195, 18227, 330914, 56484, 56484, 11423, 75909, 75909, 75909, 75909, 75909, 217695, 78787, 18174, 78757, 78757, 52882, 52882, 74559, 12561, 67072, 105171, 414872, 52892, 22035, 70527, 57434, 211488, 17762, 20677"
"mmu-miR-133a-3p","73181, 12393, 12393, 12540, 12540, 24116, 11848, 11848, 22228, 22228, 12371, 12444, 20807, 20807, 208727, 16001, 70673, 16533, 223864, 18749, 11512, 11554, 22688, 14562, 171168, 213988, 16000"
"mmu-miR-133a-5p","19664, 16201"
"mmu-miR-133b-3p","18742, 56195, 26927, 22688, 14562, 171168, 213988"
"mmu-miR-134-5p","20674, 14082, 71950, 26424, 14681, 80913, 16885, 13193, 83453, 12912, 12912, 12395, 12395, 114601, 227723, 227723, 211187, 216984, 66074, 20583, 20583, 271849, 67015, 226025, 75292, 58861, 68119, 12524, 69700"
"mmu-miR-135a-1-3p","6776"
"mmu-miR-135a-2-3p","20850"
"mmu-miR-135a-5p","17129, 110784, 234865, 234865, 234865, 234865, 237360, 237360, 237360, 11754, 545389, 18159, 20249, 17193"
"mmu-miR-135b-5p","16177, 234865, 234865, 234865, 234865, 237360, 237360, 237360, 11754, 545389, 18159, 20249, 17193"
"mmu-miR-136-5p","353326, 20637, 107934, 105689, 11479, 74388, 14479, 208618, 227693, 68094, 17955, 215690, 208043, 66822, 16404, 66296, 269704, 71667, 432442, 15357, 77683, 56786, 70551, 94214, 547176, 12890, 93723, 67886, 171486, 268890, 71779, 14402, 67515, 213988, 214968, 140919, 76804, 67911, 192119, 94212, 72949, 225724, 215090, 210146, 17222, 72425, 66867, 18189, 16569, 68166, 81898, 27402, 243272, 22026, 
67608, 108150, 66549, 108943, 234967, 19687, 212391, 320376, 76809, 16468, 75965, 218194, 50934, 52837, 68839, 67561, 26409, 78783, 17127, 242409, 20621, 244654, 101358, 235461, 207165, 11426, 20498, 68023, 16909, 26968, 235300, 271457, 244879, 21975, 211499, 270198, 67433, 12290, 15257, 110911, 432530, 56807, 192159, 105171, 69554, 22134, 56839, 67980, 20970, 23922, 545085, 108671, 235431, 12322, 
13821, 13821, 13821, 13821, 225362, 228983, 207777, 13052, 171463, 240776, 18472, 14401, 67500, 268902, 14260, 217716, 20844, 14682, 97484, 68203, 101118, 56615, 19056, 12419, 319504, 16008, 26379, 74559, 70572, 29809, 13163, 242443, 545276, 208104, 215114, 338523, 114142, 26420, 52538, 16599, 215819, 70827, 18616, 20496, 13829, 19878, 53310, 18145, 11778, 320213, 243621, 55963, 232341, 320840, 
12032, 76108, 108013, 407823, 22704, 26414, 170719, 22670, 19159, 72729, 106326, 13405, 67979, 18028, 236792, 52065, 26398, 14799, 226562, 328232, 11432, 68682, 30944, 12336, 78903, 232811, 52906, 68606, 329877, 210027, 75422, 26987, 13002, 67468, 52882, 66190, 17252, 330474, 12333, 28042, 78339, 59288, 21366, 228875, 320534, 13207, 70605, 56434, 232023, 16564, 17933, 56737, 12750, 109331, 
227619, 13043, 12323, 18751, 219149, 232333, 72190, 14375, 268396, 67472, 70747, 214162, 57138, 18286, 20928, 71918, 228960, 229227, 14545, 19087, 23948, 50754, 21929, 17762, 51810, 66885, 12055, 77569, 14314, 68920, 50876, 11487, 235542, 387524, 209012, 80890, 109205, 237353, 245537, 20586, 320808, 67887, 17257, 22785, 16922, 80750, 17756, 106585, 212114, 20355, 18007, 234353, 26413, 16011, 
71306, 545156, 24050, 231986, 11990, 75841, 269788, 269788, 269788, 269788, 269788, 11828, 11828, 11828, 11828, 11828, 12633, 94222, 94222, 94222, 320713, 320713, 208922, 208922, 81014, 81014, 14348, 21367, 271786, 271786, 231380, 93961, 666747, 15932, 244745, 237911, 240697, 13024, 71728, 433107, 170749"
"mmu-miR-137-3p","14056, 21386, 18015, 12355, 22045, 19266, 66859, 52150, 17970, 57750, 12515, 68203, 208366, 66580"
"mmu-miR-138-5p","216850, 22059, 20674, 16476, 13654, 93759, 93759, 214469, 230809, 18016, 235582, 237436, 11799, 23411, 23411"
"mmu-miR-139-3p","78286, 52892, 243743, 17764, 403187"
"mmu-miR-139-5p","56458, 619310, 22648, 22648, 216119, 216119, 20349, 69724, 18641, 18641, 218100, 56314, 98766, 98766, 66950, 66950, 19261, 207352, 68098, 76626, 237436, 237436, 13393, 209032, 57434, 230657, 234076, 21331, 242607, 94281, 18100, 18100, 54396, 64436, 64436, 14699, 14699, 433365, 14583, 14583, 213573, 213573, 68857, 13423, 13423, 13389, 13389, 19025, 27784, 27784, 216516, 69944, 69944, 69576, 
69576, 65246, 270066, 237542, 237542, 76789, 76789, 320184, 320184, 66643, 66643, 15384, 15384, 14702, 14702, 12499, 67480, 67480, 433693, 228033, 71950, 71950, 69035, 69035, 330812, 11990, 269275, 240064, 242109, 545471, 264134, 320587, 70549, 21778, 67902, 57782, 209027, 57874, 223828, 93884, 101187, 66164, 230125, 17193, 140481, 69564, 70359, 238377, 76743, 72077, 14369, 211922, 56455, 208144, 
72108, 56094, 12572, 12235, 238276, 66356, 231668, 28105, 226525, 20409, 29808, 69104, 16475, 66983, 22158, 52837, 66816, 56643, 215474, 224823, 108943, 70052, 18477, 58801, 230801, 246086, 27395, 240047, 192196, 435811, 319158, 228859, 68659, 26378, 269952, 11435, 53414, 52028, 56399, 70291, 114585, 22110, 272382, 68549, 225283, 269999, 227720, 109075, 226539, 192986, 208665, 216792, 52892, 
229504, 216543, 12014, 65964, 77877, 67727, 235293, 12729, 67842, 223881, 219022, 71807, 18260, 72349, 21422, 19245, 74201, 212541, 18128, 16367"
"mmu-miR-140-3p","14268, 18993, 17126"
"mmu-miR-140-5p","208727, 208727, 17127, 19056, 240832, 19647, 72947, 225995, 15958, 104175, 27364, 20315, 66361, 70454, 14282, 16526, 234362, 73526, 114874, 73132, 19360, 68778, 70432, 329093, 11893, 58178, 73420, 73420, 83436, 16182, 217705, 98303, 73754, 242607, 18779, 56772, 230657, 18600, 213402, 74356, 65246, 114654, 110902, 22359, 21812, 22411, 14628"
"mmu-miR-141-3p","13395, 12552, 24136, 21417, 21417, 26416, 15572, 18674, 545085, 268490, 268490, 286940, 403172, 21808, 21808, 66313, 19419, 24000, 232314, 15259, 270120, 238988, 67912, 381410, 66358, 219135, 212392, 56177, 17199, 244698, 75729, 99887, 54338, 54338, 19317, 77579, 269423, 381695, 30942, 239099, 67228, 16002, 3110"
"mmu-miR-141-5p","15529"
"mmu-miR-142a-3p","11515, 11865, 11865, 16195, 16179, 54156, 54156, 54156, 67155, 67155, 67155, 271849, 271849, 271849, 12488, 106064, 69605, 208665, 108078, 71640, 20358, 239099, 16193, 15289"
"mmu-miR-142a-5p","242377, 75729, 75729, 22411, 66660, 24060, 12487, 12487, 71398, 214489, 20661, 276829, 276829, 117600, 13841, 67480, 213109, 66156, 353187, 227120, 11307, 231225, 20472, 69564, 230657, 408067, 107568, 56208, 76890"
"mmu-miR-143-3p","18754, 13003, 13712, 16653, 68750, 19242, 16011, 70155, 545622, 208943, 414872, 215690, 26419, 233490, 382867, 230161, 69104, 237436, 112406, 13435, 26409"
"mmu-miR-143-5p","11789, 14283, 13436"
"mmu-miR-144-3p","320981, 11303, 11303, 105787, 12283, 16880, 245877, 14613, 14613, 14613, 14613, 14613, 14613, 241311, 241311, 214742, 13589, 29877, 72605, 72605, 12217, 22202, 15251, 260409, 12606, 20742, 269473, 207819, 22253, 19245, 22034, 19211, 114715"
"mmu-miR-145a-5p","15405, 16367, 18754, 16600, 16600, 108058, 68750, 16653, 20682, 12444, 11479, 170574, 56458, 12224, 21808, 217893, 16784, 75219, 75219, 75219, 75219, 75219, 53883, 11733, 230700, 233824, 233824, 21834, 12916, 242736, 73656, 15077, 108015, 50758, 102058, 218294, 78581, 241919, 17161, 245174, 229055, 18227, 865"
