"mirtarbase","hits"
"mmu-miR-344e-3p","21859, 18028, 667118, 243085, 74569, 67888, 21412, 171286, 20423, 54354, 243819, 18997, 242377, 18641, 18641, 93888, 78914, 16009, 74318, 14957, 666926, 53320, 73942, 629147, 12944, 100182, 320204, 67467, 228880, 52397, 269800, 22661, 22682, 227693, 209032, 22415, 22411, 234135, 98910, 69863, 83925, 26946, 72745, 21780, 21678, 21416, 21387, 20977, 20744, 76742, 66313, 20541, 26570, 24060, 
80886, 70432, 245670, 68718, 19713, 207181, 226525, 74334, 19211, 18933, 241638, 232314, 54712, 18793, 18768, 269424, 18552, 219257, 76303, 231042, 70078, 75805, 380969, 17754, 77015, 76055, 107065, 231506, 73158, 320858, 320858, 16597, 319909, 67143, 15902, 15396, 15247, 192231, 15117, 230824, 23888, 14367, 14362, 319636, 80903, 72194, 212943, 111173, 111173, 111173, 328572, 15572, 13665, 13393, 
233490, 26895, 66365, 12417, 319996, 12313, 11941, 218639, 228482, 68169, 74485, 72003, 109552, 13476, 269955, 66254, 67393, 100515, 97064, 70827, 214133, 20661, 12395, 18792, 18213, 17974, 70122, 12296, 68743, 68743, 68743, 74159, 66714, 18016, 20666, 18130, 52696, 66654, 245450, 108797, 27049, 74132, 99887, 12515, 170737, 320634, 26365, 269473, 108078, 66753"
"mmu-miR-344f-3p","17210, 20603, 18710, 338337, 19244, 19244, 19244, 18816, 100043468, 170938, 64113, 665211, 329575, 100233175, 21423, 107751, 17913, 74026, 319636"
"mmu-miR-344f-5p","18667, 18667, 320538, 320538, 320538, 320538, 74105, 226610, 226610, 226610, 226610, 242608, 242608, 70508, 23871, 23871, 27204, 214505, 94090, 27373, 110948, 13654, 219140, 64297"
"mmu-miR-344g-3p","22221, 22221, 213783, 213783, 18767, 21429, 21429, 214112, 214112, 214112, 18504, 14390, 20822"
"mmu-miR-344g-5p","232087, 20352"
"mmu-miR-344h-3p","76890"
"mmu-miR-345-3p","19299, 19299, 53901, 53901, 53901, 53901, 77767, 109880, 54670, 319555, 100039795, 114896, 12569, 27368, 272790, 67480, 16835, 74748, 76206, 30947"
"mmu-miR-345-5p","74427, 74427, 268490, 70383, 328365, 338364, 67433, 108841, 108147, 232217, 328162"
"mmu-miR-346-3p","16000, 72585"
"mmu-miR-346-5p","268903, 78610, 320538, 67155, 67155, 78825, 12123, 12123, 12123, 432530, 93834, 233490, 77593, 237926, 70428, 381695, 13709, 71131, 380732"
"mmu-miR-3470a","22256, 22256, 22256, 67532, 67532, 216154, 233529, 621976, 73130, 77300, 243548, 243548, 109294, 59125, 72925, 209378, 209378, 226178, 226178, 12313, 94246, 11432, 224893, 224893, 328274, 69256, 79263, 209131, 209131, 319822, 319822, 216227, 216227, 320139, 319555, 18166, 18166, 52686, 72267, 432779, 432779, 16348, 16192, 67454, 70355, 14417, 54632, 54632, 14128, 70511, 70511, 234086, 12986, 
67088, 239368, 266645, 213438, 319740, 20250, 69693, 71602, 19070, 72290, 72290, 14160, 14160, 50789, 50789, 100502841, 382056, 74480, 74385, 66270, 76217, 232089, 19073, 18504, 100504715, 11988, 72772, 19387, 272643, 56284, 11605, 13051, 140810, 16716, 68184, 71817, 75764, 246179, 110074, 227634, 107182, 170938, 319481, 240660, 19743, 17433, 67803, 434008, 94040, 67038, 67477, 72308"
"mmu-miR-3470b","74105, 74105, 228355, 228355, 228355, 228355, 228355, 114889, 27226, 240327, 69367, 246746, 246746, 246746, 71101, 21399, 66313, 73473, 16156, 14702, 233824, 233824, 233824, 407812, 382019, 330463, 233887, 233887, 56707, 23832, 22376, 21427, 21427, 72789, 72789, 70387, 69786, 217169, 21855, 21855, 21339, 270627, 270627, 20538, 20522, 20493, 433323, 433323, 72776, 72776, 70238, 114714, 114714, 
11891, 11891, 67151, 73902, 73902, 18782, 217431, 217431, 210009, 100465, 100465, 237387, 237387, 68421, 71999, 14058, 13177, 209200, 108015, 50883, 50883, 12526, 12526, 217303, 217303, 381077, 381077, 12352, 11754, 108909, 108909, 114896, 19300, 19300, 75939, 72307, 66552, 66209, 414872, 414872, 22608, 22608, 170441, 170441, 66229, 66229, 19889, 18704, 17975, 17975, 74549, 15159, 213054, 14297, 
319636, 13709, 105000, 105000, 67848, 70640, 13171, 13171, 94040, 12326, 12326, 70591, 16876, 16876, 239364, 16205, 68184, 17965, 18787, 320590, 20220, 18020, 17527, 18777, 218977, 242474, 12041, 246735, 66439, 76007, 211329, 14680, 109006, 75302, 236915, 67630, 56508, 70408, 403187, 215690, 52686, 52705, 245474, 70461, 231855, 225283, 65019, 13522, 55948, 319266, 67768, 16492, 19025, 110593
"
"mmu-miR-3471","71799, 107823, 13610, 330812, 11492, 50877, 320581, 320581, 15042, 15042, 108015, 108015, 12526, 12526, 320487, 320487, 13171, 13171, 217303, 217303, 29806, 67230, 474156, 216119, 217379, 76367, 225283, 56508, 73902, 15980, 78816, 235582, 14593, 329877, 99311, 12370, 52717, 71101, 230657, 19384, 69104, 18130, 14680, 98417, 56386, 194268, 22035, 320587, 381199, 171286, 110417, 17082, 208665, 
70484, 73473, 382117, 12778, 66952, 105522, 269774, 382038, 228852, 66225, 52187, 70574, 69367"
"mmu-miR-3472","21753, 68428, 52202, 52202, 66268, 66268, 100504715, 338349, 69288, 67200, 16874, 58521, 94109"
"mmu-miR-3473a","19211, 18016, 18016, 75530, 214489, 214489, 73884, 53860, 19344, 19192, 278795, 278795, 278795, 278795, 235584, 171508, 208922, 67213, 67912, 105193, 217705, 209584, 209584, 56045, 56045, 20191, 20191, 20191, 225743, 18214, 233799, 233799, 66439, 66439, 54446, 54446, 15426, 408190, 408190, 320311, 13380, 13380, 13380, 11778, 66874, 242022, 22324, 240174, 12399, 58175, 18751, 18430, 15950, 545276, 
14168, 14165, 192193, 399568, 11488, 212448, 21676, 73251, 225998, 18933, 19017, 17918, 65086, 269233, 50768, 11941, 207615, 18600, 100042480, 71263, 207474, 16527, 16513, 73748, 14263, 17470, 270802, 213402, 252903, 52123, 74356, 65246, 20449, 69399, 72720, 13844, 330812, 21331"
"mmu-miR-3473b","237360, 237360, 237360, 78286, 12892, 110532, 110532, 407812, 407812, 11754, 11754, 67095, 67095, 66874, 236511, 114713, 18764, 209737, 18600, 213402, 74356, 65246, 12983, 21331"
"mmu-miR-3473c","227929, 227929, 227929, 227929, 227929, 21388, 21388, 21388, 21388, 109552, 109552, 109552, 109552, 109552, 271849, 271849, 271849, 380839, 380839, 380839, 380839, 67045, 67045, 67045, 67045, 19220, 19220, 19220, 19220, 19220, 11819, 11819, 11819, 11819, 11819, 268949, 268949, 268949, 268949, 107684, 107684, 107684, 107684, 107684, 26888, 26888, 26888, 26888, 26888, 211064, 211064, 211064, 211064, 
211064, 211064, 214112, 214112, 214112, 214112, 214112, 16873, 16873, 16873, 16873, 269788, 269788, 269788, 269788, 11828, 11828, 11828, 11828, 11828, 235611, 235611, 235611, 235611, 319278, 319278, 319278, 319278, 72805, 72805, 71609, 75141, 75141, 71520, 71520, 71520, 71146, 71146, 71146, 76886, 76886, 76886, 14071, 14071, 14071, 13560, 13560, 13560, 13560, 63857, 63857, 63857, 56726, 56726, 
56726, 56726, 20147, 20147, 20147, 20147, 26564, 53901, 53901, 53901, 219257, 94222, 94222, 94222, 78286, 78286, 78286, 320713, 320713, 69605, 69605, 69605, 106931, 106931, 106931, 106931, 214931, 214931, 214931, 214931, 13821, 13821, 13821, 12212, 12212, 12212, 20445, 20445, 20445, 19894, 30939, 30939, 242377, 242377, 242377, 29811, 29811, 17196, 15242, 15242, 239167, 239167, 19878, 16409, 
16409, 271786, 271786, 271786, 109754, 12234, 12234, 230757, 230757, 230757, 242409, 74376, 21429, 21429, 319481, 319481, 56811, 246103, 11535, 215928, 58185, 320165, 13521, 414872, 233056, 381067, 474156, 22201, 76367, 666747, 227094, 73754, 224617, 233744, 67629, 20682, 59033, 242126, 74748, 20220, 94226, 237926, 70238, 75841, 58809, 19365, 241113, 211429, 234865, 68979, 65102, 18016, 17948, 
67768, 17527, 268395, 64113, 432628, 17135, 27007, 15944, 15932, 14964, 14751, 240327, 14593, 66580, 13717, 93838, 244745, 71755, 70503, 73828, 12802, 56457, 11435, 107951, 12769, 20308, 269336, 227933, 237911, 53325, 246782, 11832, 68318, 235633, 100233175, 71562, 94191, 212439, 70717, 70544, 70291, 664968, 22640, 70997, 53881, 215113, 20971, 72508, 56275, 56187, 226041, 433904, 18212, 211329, 
228785, 208104, 102058, 228889, 66259, 116848, 23821, 11941, 75302, 381823, 71640, 330463, 80902, 107513, 52202, 14768, 110948, 13797, 105638, 11990, 71452, 347722, 76413, 240168, 20349, 60365, 21906, 54631, 17951, 67075, 84036, 269604, 69740, 245403, 319586, 381406, 75767, 18183, 17988, 76809, 66274, 57434, 70423, 208151, 11688, 30049, 26362, 81004, 28193, 245622, 66874"
"mmu-miR-3473d","110639, 110639, 110639, 67179, 67179, 67179, 67179, 66661, 66661, 269643, 16169, 207777, 12014, 17196, 17196, 66229, 67075, 230657, 230657, 327978, 327978, 18969, 18969, 94352, 94352, 211151, 211151, 319996, 319996, 20522, 20522, 319277, 319277, 18293, 18293, 13205, 77531, 237353, 18553, 77579, 22221, 22628, 20933, 414872, 71508, 54721, 70423, 224617, 67629, 241919, 242126, 30049, 20220, 225870, 
19646, 19338, 211429, 234865, 93734, 432628, 16179, 100233208, 73385, 320560, 73828, 241944, 13106, 12765, 13051, 12846, 99311, 12769, 237911, 53325, 70317, 11736, 100101807, 11990, 75302, 80902, 72338, 213233, 107513, 52202, 66491, 68371, 78688, 100233175, 223970, 76413, 17913, 243382, 67418, 66164, 17951, 15040, 69740, 211232, 80797, 12633, 114230, 77864, 675812, 21331, 217030, 69900, 227715, 
108000, 545938, 329504"
"mmu-miR-3474","70296, 70296, 15957, 50505, 12340, 50794, 50794, 50794, 269037, 407812, 21356, 21339, 72656, 12223, 52028, 319740, 270627, 235611, 271278, 71131, 74116, 69399, 66874"
"mmu-miR-3475-3p","228355, 228355, 228355, 228355, 228355, 228355, 76178, 76178, 56314, 66950, 66950, 207352, 330812, 330812, 69104, 69104, 16151, 16151, 15042, 15042, 12231, 12231, 12231, 234663, 234663, 55982, 71950, 71950, 68477, 121021, 320590, 14593, 381077, 11435, 65246, 218756, 70484, 68549, 99412, 668212, 230098, 228852"
"mmu-miR-34a-3p","13388, 18128, 56484"
"mmu-miR-34a-5p","11461, 12043, 93759, 93759, 93759, 93759, 18128, 18128, 18128, 18128, 13388, 108655, 22330, 20352, 20352, 20352, 140484, 140484, 12053, 14451, 22340, 52040, 12443, 83433, 60436, 67390, 109294, 109294, 13423, 69576, 69576, 80982, 381605, 72325, 22221, 232813, 22628, 20447, 56533, 20933, 17281, 17193, 99151, 232946, 381694, 68524, 28105, 320541, 13589, 52892, 19744, 19326, 23988, 13828, 72102, 
70454, 17064, 105522, 269870, 108943, 170755, 94218, 244713, 73225, 19025, 241915, 20521, 12189, 252995, 20979, 245860, 83767, 23411, 23411"
"mmu-miR-34b-3p","77300, 18514, 67102, 67102, 67102, 67102, 67102, 12848, 66212, 72795, 72795, 14605, 69693, 268882, 72776, 21388, 16828, 11854"
"mmu-miR-34b-5p","207165, 57423, 17957, 243385, 56013, 22195, 328977, 13824, 218639, 71409, 109624, 194401, 223601, 71302, 22154, 213988, 67398, 66435, 215690, 381306, 16907, 17309, 18530, 68365, 108099, 231999, 241322, 228005, 14712, 228850, 26409, 235461, 74229, 69456, 109910, 11671, 68490, 330908, 330050, 18012, 66354, 269643, 319776, 233919, 225724, 73251, 226025, 224132, 19273, 234549, 269437, 228602, 56030, 
236792, 67374, 224585, 320024, 70834, 109079, 52589, 19126, 216874, 72948, 68652, 68861, 19280, 105675, 20971, 237988, 67125, 66889, 107272, 16574, 30853, 53602, 270201, 22031, 58231, 214469, 214968, 216344, 228852, 100113398, 209131, 67886, 208748, 12388, 52335, 238247, 12725, 56543, 544963, 20315, 12890, 57340, 76566, 170753, 22782, 81535, 320634, 223693, 107934, 16009, 105689, 380702, 241576, 
72345, 269788, 19822, 60611, 74340, 13193, 67040, 216551, 11803, 239157, 319604, 67739, 228942, 108155, 194655, 270192, 69674, 170718, 19775, 12400, 75553, 228607, 106529, 11666, 20833, 16502, 27406, 77044, 170719, 19266, 68817, 14683, 433586, 321008, 57249, 20530, 22688, 12660, 80913, 16402, 218215, 105171, 20354, 56044, 66661, 232539, 98404, 105522, 105522, 78757, 216345, 217684, 210035, 72729, 
18389, 112415, 14678, 76843, 432530, 56807, 19894, 18015, 26360, 211499, 76491, 19744, 19744, 20980, 15467, 11737, 20983, 107650, 104886, 56214, 13175, 14388, 226251, 20743, 14810, 235442, 12419, 77128, 16449, 20481, 319740, 94281, 13196, 70591, 109241, 66967, 68465, 238161, 14766, 12290, 214899, 74694, 17754, 106042, 14007, 381820, 17311, 209630, 18767, 71795, 20677, 20979, 70568, 629378, 
93871, 15574, 76574, 74718, 100732, 66054, 17187, 226971, 192193, 66859, 73945, 57743, 14545, 54650, 53382, 18479, 56320, 105504, 232341, 11603, 381085, 100710, 50876, 68539, 56417, 170737, 58887, 18071, 14873, 78754, 223978, 16011, 67150, 108664, 13430, 110876, 16337, 105727, 269233, 66626, 19419, 70771, 330401, 11488, 16485, 269473, 71538, 22258, 414872, 12321, 13360, 16536, 11426, 71834, 
382245, 277414, 110355, 109934, 18760, 12064, 380711, 320706, 105445, 385674, 503610, 26362, 109676, 13842, 78339, 56737, 77045, 232813, 232813, 225998, 11899, 52468, 66875, 106585, 107515, 23966, 18193, 116972, 69202, 21754, 11674, 54563, 216965, 76206, 67295, 320150, 58235, 21367, 217154, 22110, 228359, 56710, 108655, 22330, 20352, 20352, 140484, 12053, 12571, 67390, 109294, 109294, 13423, 
69576, 69576, 80982, 381605, 72325, 22221, 22628, 20447, 56533, 20933, 17281, 17193, 99151, 232946, 381694, 68524, 28105, 320541, 13589, 52892, 19326, 23988, 13828, 72102, 70454, 17064, 269870, 108943, 170755, 94218, 244713, 73225, 19025, 241915, 17295"
"mmu-miR-34c-5p","11908, 22330, 20352, 20352, 140484, 12053, 378430, 67390, 109294, 109294, 13423, 69576, 69576, 80982, 381605, 72325, 22221, 232813, 22628, 20447, 56533, 20933, 17281, 17193, 99151, 232946, 381694, 68524, 28105, 320541, 13589, 52892, 19744, 19326, 23988, 13828, 72102, 70454, 17064, 105522, 269870, 108943, 170755, 94218, 244713, 73225, 19025, 241915, 55366, 22318, 16449, 18128"
"mmu-miR-350-3p","102436, 102436, 52463, 52463, 52463, 52463, 52463, 66979, 21948, 211484, 105787, 234678, 241322, 77593, 77593, 207667, 73158, 73158, 77766, 13661, 238037, 238037, 238037, 238037, 12398, 78581, 217379, 242607, 237073, 140499, 320360, 99151, 208426, 94218, 11863, 15975, 64424"
"mmu-miR-351-5p","21926, 20439, 13557, 269831, 636931, 17764, 269181, 71914, 17425, 66585, 102436, 102436, 228355, 16181, 16181, 319594, 93838, 68318, 623781, 57748, 20846, 212198, 78610"
"mmu-miR-3552","246747, 621080"
"mmu-miR-3569-3p","75909"
"mmu-miR-3572-3p","15247, 20211, 20211, 78914, 67532, 67532, 381142, 381142, 240479, 240479, 321006, 21892, 20449, 20449, 20449, 20449, 20449, 20605, 20605, 58175, 58175, 58175, 94184, 18514, 18514, 18514, 18514, 18514, 26419, 192198, 15429, 56809, 56809, 56809, 14260, 12801, 12558, 229776, 94246, 56376, 56376, 269397, 208449, 208449, 100465, 100465, 100465, 216873, 170676, 332397, 50786, 319974, 21645, 19317, 
239719, 103161, 22154, 230073, 67433, 13010, 17921, 258424"
"mmu-miR-361-5p","241556, 241556, 241556, 216238, 13435, 13017, 13017, 30930, 104348, 107513, 21780, 70078, 66771, 238799, 21346, 26424, 52150, 338371"
"mmu-miR-3618-3p","12916"
"mmu-miR-362-3p","77929, 77929, 77929, 77929, 77929, 210573, 210573, 210573, 210573, 210573, 210573, 210573, 21387, 21387, 21387, 21387, 21387, 208748, 208748, 208748, 208748, 208748, 208748, 18181, 18181, 18181, 18181, 14176, 14176, 14176, 14176, 14176, 226610, 226610, 226610, 226610, 226610, 226610, 268515, 268515, 268515, 268515, 109050, 109050, 109050, 109050, 109050, 109050, 234686, 234686, 234686, 234686, 
218543, 218543, 218543, 218543, 218543, 218543, 216873, 216873, 216873, 216873, 216873, 215113, 215113, 24050, 24050, 74838, 74838, 241576, 241576, 241576, 241576, 241576, 241576, 319955, 319955, 319955, 319955, 224794, 224794, 224794, 224794, 224794, 239857, 239857, 239857, 239857, 239857, 239857, 75723, 75723, 75723, 75723, 75723, 73212, 73212, 73212, 73212, 73212, 73212, 243219, 243219, 243219, 
243219, 243219, 243219, 238276, 238276, 238276, 238276, 238276, 238276, 20586, 20586, 20586, 18187, 18187, 18187, 18187, 620419, 620419, 620419, 67911, 243833, 66894, 66894, 243085, 217069, 217069, 217069, 217069, 217069, 217069, 83561, 83561, 83561, 20739, 20739, 20739, 71699, 71699, 71699, 71699, 328505, 328505, 328505, 71774, 71774, 24014, 19731, 216363, 216363, 216363, 228413, 228413, 228413, 
228413, 109270, 109270, 109270, 381813, 381813, 381813, 381813, 27205, 263406, 263406, 263406, 263406, 66268, 66268, 66268, 66268, 66268, 18534, 18442, 18442, 18419, 18419, 18419, 231699, 20231, 20231, 20231, 20231, 20231, 73181, 73181, 73181, 60361, 60361, 244958, 244958, 244958, 244958, 212377, 212377, 212377, 266815, 266815, 84004, 84004, 228607, 546071, 546071, 546071, 16633, 16633, 16633, 
16633, 216858, 216858, 216858, 216858, 210146, 210146, 210146, 210146, 242700, 60504, 60504, 60504, 60504, 16172, 16172, 16172, 16172, 74482, 74482, 74482, 16656, 14957, 14957, 66296, 66296, 23894, 23894, 239530, 239530, 239530, 381142, 381142, 233908, 233908, 71375, 71375, 233080, 233080, 71804, 71804, 71804, 268709, 268709, 268709, 268709, 74147, 98303, 227929, 227929, 227929, 227929, 227929, 
11435, 11435, 11435, 12539, 12539, 12500, 12500, 12500, 12500, 12468, 56838, 94332, 94332, 237754, 237754, 237754, 270757, 270757, 229672, 229672, 229672, 229672, 215928, 215928, 215928, 215928, 442801, 442801, 442801, 442801, 23796, 211064, 211064, 211064, 329910, 329910, 76184, 76184, 76184, 319997, 80292, 80292, 80292, 626391, 626391, 626391, 329003, 329003, 329003, 329003, 102193, 102193, 102193, 
228136, 237256, 237256, 237256, 22724, 382639, 382639, 382639, 320080, 241311, 241311, 22439, 11798, 234135, 234135, 234135, 234135, 20479, 70620, 74383, 98766, 98766, 98766, 319236, 319236, 66873, 66873, 66873, 66873, 213988, 327766, 21892, 21645, 21645, 21645, 21645, 57246, 81004, 81004, 381085, 381085, 381085, 381085, 20980, 20980, 68760, 68760, 217517, 217517, 217517, 56216, 56216, 56216, 
56216, 20454, 20454, 20454, 20454, 20454, 107513, 107513, 107513, 66661, 66661, 14270, 219140, 219140, 229706, 229706, 229706, 67453, 67453, 18174, 18174, 18174, 20474, 20474, 52398, 70432, 320311, 320311, 320311, 320311, 58175, 74012, 74012, 74012, 67295, 67295, 67295, 18933, 241638, 241638, 18753, 78825, 78825, 78825, 66849, 66849, 66849, 68606, 68606, 68606, 68606, 140484, 243743, 243743, 
227120, 227120, 227120, 227120, 56711, 56711, 18772, 18708, 18708, 18708, 18708, 56469, 215789, 215789, 215789, 70974, 319207, 319207, 319207, 22658, 22658, 58220, 58220, 18166, 621239, 621239, 621239, 621239, 269198, 67991, 67991, 67991, 14489, 14489, 14489, 14489, 17702, 17702, 17702, 74762, 74762, 74762, 74762, 74762, 74762, 16950, 16950, 244421, 244421, 110648, 110648, 110648, 269788, 269788, 
269788, 67455, 245671, 338523, 338523, 16169, 22779, 22779, 16000, 16000, 54710, 11991, 11991, 11991, 11991, 11991, 15277, 15277, 15277, 223827, 223827, 56637, 14812, 14812, 14812, 14807, 14807, 14807, 14784, 80290, 80290, 80290, 80290, 14696, 14696, 56809, 56809, 56809, 56809, 433424, 328232, 242506, 242506, 242506, 242506, 212398, 212398, 212398, 212398, 230700, 230700, 230700, 14238, 14238, 
14238, 14238, 14238, 68655, 50758, 50758, 101358, 101358, 101358, 101358, 66306, 212943, 76566, 76566, 76566, 14063, 14063, 14063, 14063, 14063, 13838, 13838, 13838, 13838, 26987, 26987, 26987, 26987, 13665, 13665, 75590, 75590, 75219, 75219, 75219, 75219, 75219, 13527, 13527, 13527, 13527, 81489, 81489, 81489, 54004, 54004, 54004, 54004, 75763, 75763, 75763, 75763, 234678, 13039, 269037, 
269037, 269037, 77771, 27373, 12801, 12801, 12212, 12649, 12649, 69131, 69131, 69131, 56410, 12340, 12340, 12340, 237397, 237397, 237397, 12217, 12217, 12217, 12125, 12125, 12125, 170770, 170770, 170770, 170770, 27215, 27215, 27215, 217882, 217882, 217882, 246103, 246103, 20238, 213402, 213402, 213402, 68724, 75869, 75869, 72993, 72993, 72993, 56697, 56697, 56697, 11535, 11535, 11517, 11517, 
11517, 11517, 11517, 240913, 240913, 240913, 240913, 269774, 269774, 545913, 545913, 245109, 382019, 408067, 72805, 72805, 72805, 72805, 269870, 381410, 381410, 22393, 22393, 22393, 192200, 192200, 192200, 192200, 100929, 100929, 666747, 666747, 234129, 21933, 21933, 214531, 226517, 226517, 75764, 75764, 75764, 20494, 20494, 20494, 20725, 20725, 20725, 20725, 72549, 72549, 72549, 72549, 52202, 
52202, 30939, 30939, 30939, 19272, 19212, 110639, 67307, 67307, 67307, 67307, 67307, 29811, 29811, 29811, 107589, 64660, 64660, 64660, 50997, 50997, 50997, 50997, 210719, 16521, 16521, 16521, 72656, 667370, 667370, 209416, 381438, 381438, 218476, 14151, 114601, 224170, 67035, 67035, 67035, 72017, 72017, 72017, 20311, 56644, 56644, 56644, 56644, 56644, 72278, 12231, 12231, 12231, 239552, 100233175, 
320604, 319493, 319493, 319493, 232217, 242466, 229055, 229055, 229055, 229055, 22339, 22339, 22339, 75089, 320538, 320538, 230917, 230917, 230917, 20744, 20661, 26570, 20496, 545474, 545474, 78757, 78757, 78757, 78757, 78748, 78748, 78748, 78748, 19364, 227800, 545622, 545622, 239157, 239157, 18792, 18491, 18491, 246727, 246727, 234865, 234865, 234865, 234865, 18183, 18183, 18183, 18183, 228355, 
228355, 228355, 228355, 192196, 192196, 380669, 380669, 73158, 73158, 73158, 72999, 72999, 320191, 320191, 94253, 94253, 94253, 94253, 213054, 14284, 14284, 14284, 14284, 14048, 216984, 13642, 13642, 226040, 226040, 226040, 102442, 50766, 50766, 50766, 94047, 229776, 319996, 319996, 233812, 53625, 11842, 11842, 11842, 68743, 68743, 68743, 11736, 11736, 268420, 268420, 268420, 102857, 102857, 
216227, 216227, 216227, 11994, 18019, 18019, 64380, 64380, 64380, 17381, 17381, 17381, 17381, 244329, 244329, 244329, 94352, 94352, 16502, 16450, 16450, 13555, 13555, 241688, 241688, 76421, 76421, 11906, 11906, 11906, 22253, 22253, 80985, 80985, 80985, 21413, 269397, 269397, 76246, 214230, 214230, 68564, 68564, 69605, 69605, 69605, 69605, 12123, 12123, 319448, 319448, 60344, 60344, 239170, 
239170, 239170, 71742, 71742, 207596, 70296, 208449, 208449, 83436, 83436, 83436, 71805, 71805, 71805, 241943, 241943, 24071, 24071, 81000, 81000, 19244, 19244, 23871, 22750, 22750, 22750, 208292, 622675, 622675, 622675, 83771, 83771, 111173, 67460, 67460, 73284, 73284, 73284, 319939, 72701, 18700, 18700, 382793, 16182, 75729, 75729, 26409, 26409, 234396, 234396, 230125, 434008, 434008, 11641, 
11641, 233532, 12606, 230088, 230088, 20288, 18130, 75415, 75415, 21408, 21408, 171463, 171463, 270120, 233799, 209760, 209760, 18935, 56086, 16443, 16443, 21423, 21423, 380608, 72536, 58235, 67848, 67053, 226090, 226090, 23950, 240613, 83679, 217340, 217340, 319594, 214469, 209032, 70560, 216987, 319953, 76510, 69660, 217030, 217030, 67629, 241919, 235504, 19208, 72446, 72981, 243382, 67005, 
18779, 18682, 237823, 69721, 74552, 17527, 26400, 67075, 107528, 259277, 16370, 16391, 266632, 15975, 15487, 628308, 67201, 78919, 171211, 208144, 242418, 12846, 12845, 330660, 232946, 246782, 76688, 235633, 223970, 72301, 72016, 69035, 69035, 28105, 28105, 21961, 171180, 67727, 67229, 18515, 433904, 69606, 80909, 73720, 116848, 101401, 320706, 72795, 224617, 223332, 80860, 13368, 241944, 237940, 
231866, 107448, 76367, 20911, 20445, 72472, 18173, 192174, 68441, 70835, 67939, 74108, 433864, 74035, 67768, 328329, 14751, 380920, 56316, 112406, 66967, 69740, 213550, 54411, 320129, 207921, 338371, 76413, 22282, 636931, 270906, 108097, 76142, 68770, 209586, 102103, 66223, 17258, 16897, 24131, 16416, 76577, 12953, 26895, 75302, 320982, 66874, 414872, 71640, 223920, 20466, 208104, 16880, 319622, 
54651, 50875, 269060, 27359, 327978, 20254, 54631, 69774, 15931, 333433, 225659, 269623, 12161, 100503572, 66795, 11479, 21934, 83557, 244923, 78784, 12443, 246747, 109042, 241116, 229541, 13684, 70638, 620695, 66377, 52830, 18993, 271887, 67239, 75345, 110891, 17126, 234847, 26938, 21406, 74088, 21899, 217951, 338369, 67525, 22068, 93840, 22682, 54367, 100503355, 71643"
"mmu-miR-362-5p","14062, 19134, 93882, 387314, 241589, 108705, 208158, 52837, 18595, 72284, 22644, 17207, 432442, 67988, 12890, 21961, 23965, 215090, 14450, 240832, 233532, 223455, 19270, 64294, 14263, 208606, 70425, 231225, 243385, 320563, 74166, 19737, 68968, 20729, 19324, 231866, 381845, 214459, 218461, 21841, 69683, 69940, 108099, 13819, 233489, 56298, 23797, 11492, 319352, 18530, 12562, 75914, 80292, 75320, 
67684, 17920, 16412, 75734, 26965, 268890, 74841, 664883, 15165, 15185, 170753, 18949, 99650, 76626, 19714, 67579, 72772, 12633, 68904, 18553, 74754, 64138, 67739, 67378, 105513, 110829, 216618, 105171, 22130, 12499, 76982, 66209, 67963, 11735, 20720, 18747, 15902, 22134, 74901, 20677, 214084, 140484, 68465, 53328, 74513, 77038, 211347, 26431, 240028, 66923, 67500, 14417, 67041, 94332, 74340, 
320472, 330908, 109154, 94282, 67712, 67665, 56726, 72729, 22401, 70834, 17113, 54632, 16520, 12290, 53412, 52335, 67369, 17754, 74026, 320634, 106064, 67991, 56404, 56404, 54375, 11671, 56381, 215114, 320111, 13052, 11798, 104174, 16521, 74254, 13618, 76376, 72349, 381626, 23802, 67863, 235442, 74855, 19775, 67171, 211652, 242409, 269023, 19271, 12933, 14815, 19346, 14758, 53379, 12419, 270163, 
93961, 329165, 108089, 18750, 18823, 56839, 245555, 103172, 80750, 12704, 18607, 28185, 98417, 210027, 14489, 56417, 230085, 67468, 12462, 59026, 20910, 66190, 170439, 13731, 116940, 67143, 64051, 12616, 18193, 93734, 16564, 57354, 100737, 74365, 12750, 107746, 217732, 140721, 56320, 245827, 229541, 15980, 232341, 52150, 64945, 68617, 320360, 319586, 216551, 66913, 110380, 22690, 12661, 70122, 
71566, 23885, 23964, 12448, 230234, 19084, 269233, 72053, 20608, 243339, 21416, 236915, 216965, 245596, 233280, 226551, 26908, 101476, 218236, 217893, 24045, 269180, 53883, 68911, 66885, 14299, 381820, 14545, 17257, 22193, 108664, 229603, 223827, 16000, 622434, 16485, 232333, 72587, 238988, 106585, 20250, 17756, 74570, 353236, 210998, 110809, 20355, 269941, 26458, 73670, 78757, 78757, 245945, 
207214, 57738, 268420, 22025, 12156, 100072, 16950"
"mmu-miR-363-3p","15111, 21386, 17968, 20868, 20868, 20868, 66488, 12877, 381438, 381438, 246104, 53604, 12662, 12515, 380608, 72536, 12227, 16192, 628308, 22202, 245368, 217119"
